频道名,地址,回播地址,回播类型,回播天数,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件
OnTV4U (1080p) [Geo-blocked],https://stirr.b-cdn.net/stirr/playlist.m3u8,,,,OnTV4U.us@SD,,,,https://i.imgur.com/yaCK1Mh.png,Shop,,iptv-org-all.txt
Onza TV (720p),https://stmv1.srvstm.com/gproducciones/gproducciones/playlist.m3u8,,,,OnzaTV.ve@SD,,,,https://i.imgur.com/usrP6T2.png,General,,iptv-org-all.txt
OOG TV (720p),https://d1xcc1603wntzx.cloudfront.net/nlpo/clr-nlpo/oogtv/index.m3u8,,,,OOGTV.nl@SD,,,,https://i.imgur.com/WzxY0PL.png,General,,iptv-org-all.txt
Open Rotterdam (480p) [Not 24/7],https://ms2.mx-cd.net/tv/141-573555/OPEN_Rotterdam.smil/playlist.m3u8,,,,OPENRotterdamTV.nl@SD,,,,https://i.imgur.com/nWahRAb.png,General,,iptv-org-all.txt
Operation Repo (1080p),https://d14kyo3ex6k293.cloudfront.net/playlist.m3u8,,,,,,,,,Undefined,,iptv-org-all.txt
Opinionsur (720p),https://183.bozztv.com/giatv/giatv-opinionsurc/opinionsurc/playlist.m3u8,,,,Opinionsur.cl@SD,,,,https://i.imgur.com/4IjhXKm.png,News,,iptv-org-all.txt
Ora News (720p),https://live1.mediadesk.al/oranews.m3u8,,,,OraNews.al@SD,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Ora_News_%28Albania%29.svg/960px-Ora_News_%28Albania%29.svg.png,News,,iptv-org-all.txt
Orange Bangla TV (720p),https://cdn-4.pishow.tv/live/1499/master.m3u8,,,,OrangeBanglaTV.in@SD,,,,https://i.imgur.com/wjSaHj5.png,Music,,iptv-org-all.txt
Orange Government Access TV (Orange CT) (720p),https://livestream.telvue.com/ogat1/f7b44cfafd5c52223d5498196c8a2e7b.sdp/playlist.m3u8,,,,OrangeGovernmentAccessTV.us@SD,,,,https://i.imgur.com/hyPTfxA.png,Legislative,,iptv-org-all.txt
ORBIT TV (1080p),https://edge.essastream.com/orbittv/index.m3u8,,,,ORBITTV.do@SD,,,,https://i.imgur.com/lizQs3n.png,General,,iptv-org-all.txt
Orbita Chile TV (1080p),https://orbitachiletv.org/hls/0/stream.m3u8,,,,OrbitaChileTV.cl@HD,,,,https://i.imgur.com/gbNh79Z.png,Movies;Music,,iptv-org-all.txt
ORF 2 (720p),https://orf2-247.mdn.ors.at/orf/orf2/qxa-247/manifest.m3u8,,,,ORF2.at@HD,,,,https://upload.wikimedia.org/wikipedia/commons/e/e7/ORF2_logo_n.svg,General,,iptv-org-all.txt
ORF 2 (720p),http://88.212.15.19/live/test_orf_zwei_tizen/playlist.m3u8,,,,ORF2.at@SD,,,,https://upload.wikimedia.org/wikipedia/commons/e/e7/ORF2_logo_n.svg,General,,iptv-org-all.txt
ORF III HD (720p),https://orf3.mdn.ors.at/orf/orf3/qxa/manifest.m3u8,,,,ORFIII.at@HD,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/ORF_III_Logo_Monochrom.svg/960px-ORF_III_Logo_Monochrom.svg.png,Culture,,iptv-org-all.txt
ORF Kids (720p),https://web12.mdn.ors.at/orf/web12/qxa/manifest.mpd,,,,ORFKids.at@SD,,,,https://i.imgur.com/Zxuah2b.png,Kids,,iptv-org-all.txt
Orler TV (420p) [Not 24/7],https://w1.mediastreaming.it/orlertv/livestream/playlist.m3u8,,,,OrlerTV.it@SD,,,,https://i.imgur.com/Ia7iULa.png,Culture,,iptv-org-all.txt
Oromar TV (1080p),http://45.224.97.181:9999/Oromar/index.m3u8,,,,OromarTV.ec@SD,,,,https://oromartv.com/images/OTV400.png,General,,iptv-org-all.txt
Oromar TV+ (720p),https://stream.oromar.tv/hls/camriva/index.m3u8,,,,OromarTVPlus.ec@SD,,,,https://oromartv.com/images/OTV400.png,General,,iptv-org-all.txt
Oroszlányi Városi Televízió (720p),https://cloudfront44.lexanetwork.com:1344/relay01/broadcast002.sdp/playlist.m3u8,,,,OroszlanyiVarosiTelevizio.hu@SD,,,,https://i.imgur.com/P0fxUH5.png,General,,iptv-org-all.txt
Országgyűlés (Plenáris) (720p) [Not 24/7],http://plenaris.parlament.hu:1935/edgelive/smil:mkogyplen.smil/playlist.m3u8,,,,OrszaggyulesOGYplenaris.hu@SD,,,,https://i.imgur.com/hbblRpZ.png,Legislative,,iptv-org-all.txt
Országgyűlés (Törvényalkotási bizottság) (720p) [Not 24/7],http://tab.parlament.hu:1935/edgelive/smil:mkogytab.smil/playlist.m3u8,,,,OrszaggyulesOGYTAB.hu@SD,,,,https://i.imgur.com/hbblRpZ.png,Legislative,,iptv-org-all.txt
ORTM 1 (540p) [Not 24/7],http://69.64.57.208/ortm/playlist.m3u8,,,,ORTM1.ml@SD,,,,https://i.imgur.com/eKUpcls.png,General,,iptv-org-all.txt
