频道名,地址,回播地址,回播类型,回播天数,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件
Cinevision Canal 19 (1080p) [Not 24/7],https://5790d294af2dc.streamlock.net/tvhdlive/tvhdlive/playlist.m3u8,,,,CinevisionCanal19.do@SD,,,,https://i.imgur.com/mJN2XNm.png,General,,iptv-org-all.txt
Cinturao Verde,https://play.redecinturaoverde.com.br/playlist.m3u8,,,,CinturaoVerde.br@SD,,,,https://eswqkrogupaisirwcsys.supabase.co/storage/v1/object/public/mbc-media/canais/1775688612576-u0628igjimf.png,General,,iptv-org-all.txt
Cira TV (1080p),https://hlspackager.akamaized.net/live/DB/CIRA_TV/HLS/CIRA_TV.m3u8,,,,CiraTV.de@SD,,,,https://i.imgur.com/YFnmSLW.png,Undefined,,iptv-org-all.txt
Ciracu TV (720p) [Not 24/7],https://cloud37.ecuatel.com/ciracutv/live/manifest.m3u8,,,,CiracuTV.ec@SD,,,,https://i.imgur.com/mkf2TJ6.png,Culture,,iptv-org-all.txt
Circle (1080p),https://circle-roku.amagi.tv/playlist.m3u8,,,,Circle.us@SD,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Circle_Network_logo.svg/960px-Circle_Network_logo.svg.png,Entertainment,,iptv-org-all.txt
Cirque du Soleil (1080p) [Geo-blocked],https://amg01439-amg01439c1-amgplt0081.playout.now3.amagi.tv/playlist/amg01439-amg01439c1-amgplt0081/playlist.m3u8,,,,,,,,,Undefined,,iptv-org-all.txt
Citrico TV (480p) [Not 24/7],https://edge.essastream.com/citricotv/playlist.m3u8,,,,CitricoTV.do@SD,,,,https://enhd.ar/wp-content/uploads/2022/01/0e4a83fc-ba5b-4f26-a333-31f8bd544bcb-300x260.jpeg,News,,iptv-org-all.txt
City 41 (576p),http://163.61.227.29:8000/play/a02r/index.m3u8,,,,City41.pk@SD,,,,,News,,iptv-org-all.txt
City Channel (720p) [Not 24/7],https://dev.aftermind.xyz/edge-hls/unitrust/citychannel/index.m3u8?token=8TXWzhY3h6jrzqEqx,,,,CityChannel.cy@SD,,,,https://i.imgur.com/oo2fxta.png,Undefined,,iptv-org-all.txt
City of Monroe Government Channel,https://reflect-monroe-mi-ci.cablecast.tv/live-1/live/live.m3u8,,,,CityofMonroeGovernmentChannel.us@SD,,,,https://i.imgur.com/gS4x0uX.png,Legislative,,iptv-org-all.txt
City TV (576p) [Not 24/7],https://tv.city.bg/play/tshls/citytv/index.m3u8,,,,CityTV.bg@SD,,,,https://i.imgur.com/mFL452f.png,Music,,iptv-org-all.txt
City TV,https://citytv.hu/playlist.m3u8,,,,CityTV.hu@SD,,,,https://i.imgur.com/u0AKhzj.png,General,,iptv-org-all.txt
City TV Capital City Connection [Not 24/7],https://capitalcityconnection.cablecast.tv/live/stream-1/live.m3u8,,,,CapitalCityConnectionMontgomery.us@SD,,,,https://image.roku.com/developer_channels/prod/a2cb55884ff88035ebbbb32ef9c60a228314d0a2ac4c86722aff5ea1cb9abcd8.png,Legislative,,iptv-org-all.txt
CityNews Calgary (720p),https://citynewsregional.akamaized.net/hls/live/1024053/Regional_Live_8/master.m3u8,,,,CityNewsCalgary.ca@SD,,,,https://m.media-amazon.com/images/I/51Icdznow+L.png,News,,iptv-org-all.txt
CityNews Edmonton,https://citynewsregional.akamaized.net/hls/live/1024053/Regional_Live_8/Video-2Mbps.m3u8,,,,CityNewsEdmonton.ca@SD,,,,https://m.media-amazon.com/images/I/51Icdznow+L.png,News,,iptv-org-all.txt
CityNews Toronto (720p),https://citynewsregional.akamaized.net/hls/live/1024052/Regional_Live_7/master.m3u8,,,,CityNewsToronto.ca@SD,,,,https://m.media-amazon.com/images/I/51Icdznow+L.png,News,,iptv-org-all.txt
CityNews Vancouver (720p),https://citynewsregional.akamaized.net/hls/live/1024054/Regional_Live_9/master.m3u8,,,,CityNewsVancouver.ca@SD,,,,https://m.media-amazon.com/images/I/51Icdznow+L.png,News,,iptv-org-all.txt
Citytv Bogota (1080p),http://138.121.15.230:9002/CITY-TV/index.m3u8,,,,CitytvBogota.co@SD,,,,https://i.imgur.com/h7K9EW9.png,General,,iptv-org-all.txt
CityTV San Diego (360p),https://cdn3.wowza.com/5/dk84U1p2UUdoMGxT/sandiego/G1826_005/playlist.m3u8,,,,CityTVSanDiego.us@SD,,,,https://i.imgur.com/OfNV6I7.png,Legislative,,iptv-org-all.txt
Ciudad Magica (720p),https://lbgo.bozztv.com/ssh101/ssh101/verycoolfgr/playlist.m3u8,,,,CiudadMagica.ar@SD,,,,https://i.imgur.com/HJkSz2U.png,Outdoor,,iptv-org-all.txt
Ciudadano Radio (720p),https://oracle.streaminghd.cl/ciudadanoradiotv/ciudadanoradiotv/playlist.m3u8,,,,CiudadanoRadio.cl@SD,,,,https://cdn.m3u.cl/logo/1655_Ciudadano_Radio.png,General,,iptv-org-all.txt
Ciudadanos por el mundo,https://jmp2.uk/plu-622f42b831233300078658cc.m3u8,,,,,,,,,Undefined,,iptv-org-all.txt
Ciudades Del Ocio TV (720p),https://cloudvideo.servers10.com:8081/8024/index.m3u8,,,,CiudadesdelOcioTV.es@SD,,,,https://i.imgur.com/CTQgqsM.png,Entertainment,,iptv-org-all.txt
CJ OnStyle (540p),https://live-ch1.cjonstyle.net/cjmalllive/stream2/playlist.m3u8,,,,CJOnStyle.kr@SD,,,,https://i.imgur.com/JiSfEBv.png,Shop,,iptv-org-all.txt
CJ OnStyle Plus (540p),https://live-ch2.cjonstyle.net/cjosplus/live2/playlist.m3u8,,,,CJOnStylePlus.kr@SD,,,,https://i.imgur.com/OYmOL20.png,Shop,,iptv-org-all.txt
Clan (1080p),https://lge-lgla2.otteravision.com/lge/lgcla/lgcla.m3u8,,,,Clan.es@SD,,,,https://i.ibb.co/vv3FC2Nv/clan.png,Kids;Public,,iptv-org-all.txt
Clan Internacional Americas (1080p) [Geo-blocked],https://rtvelivestream-rtveplayplus.rtve.es/rtvesec/int/clan_int_main_1080.m3u8,,,,ClanInternacional.es@SD,,,,https://i.ibb.co/vv3FC2Nv/clan.png,Kids;Public,,iptv-org-all.txt
Clarity 4K (2160p) [Geo-blocked],https://pb-qyrvophnifz47.akamaized.net/Clarity_4K.m3u8,,,,Clarity4K.us@SD,,,,https://i.imgur.com/M87kbVk.png,General,,iptv-org-all.txt
Claro Televisión Dominicana (360p),https://streamunoapp.com:3960/live/claroteledomlive.m3u8,,,,ClaroTelevisionDominicana.do@SD,,,,https://i.imgur.com/fJD7OxB.png,General,,iptv-org-all.txt
Claro Visión TV (720p),https://streamunoapp.com:3057/live/clarovisiontvlive.m3u8,,,,ClaroVisionTV.do@SD,,,,https://i.imgur.com/MpTgJMJ.png,Entertainment,,iptv-org-all.txt
Class CNBC (1080p) [Geo-blocked],https://amg14891-amg14891c5-amgplt0020.playout.now3.amagi.tv/playlist.m3u8,,,,ClassCNBC.it@SD,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Class_CNBC_2026.svg/960px-Class_CNBC_2026.svg.png,Business,,iptv-org-all.txt
Classic Arts Showcase (720p),https://classicarts.akamaized.net/hls/live/1024257/CAS/master.m3u8,,,,ClassicArtsShowcase.us@SD,,,,https://i.imgur.com/M6FFkc3.png,Culture;Education,,iptv-org-all.txt
Classic Cinema (240p) [Not 24/7],https://rpn.bozztv.com/gusa/gusa-classiccinema/index.m3u8,,,,ClassicCinema.us@SD,,,,https://i.imgur.com/FJoPnTb.png,Movies,,iptv-org-all.txt
Classic Movie Westerns,https://jmp2.uk/plu-61f33318210549000806a530.m3u8,,,,ClassicMovieWesterns.us@SD,,,,https://images.pluto.tv/channels/61f33318210549000806a530/colorLogoPNG.png,Movies;Series,,iptv-org-all.txt
Classic Movies Channel,https://jmp2.uk/plu-561c5b0dada51f8004c4d855.m3u8,,,,ClassicMoviesChannel.us@SD,,,,https://i.imgur.com/pQJxov2.png,Movies,,iptv-org-all.txt
Classic Music (1080p),http://stream.mcquack.net/312/index.m3u8,,,,ClassicMusic.ru@SD,,,,https://i.imgur.com/TpXs1qA.png,Music,,iptv-org-all.txt
Classic TV,https://clshls.wns.live/hls/stream.m3u8,,,,ClassicTV.ir@SD,,,,,Classic,,iptv-org-all.txt
Classic TV Comedy,https://jmp2.uk/plu-5f15e32b297f96000768f928.m3u8,,,,ClassicTVComedy.us@SD,,,,https://i.imgur.com/wg5I5Fb.png,Comedy,,iptv-org-all.txt
Classic TV Crime Drama,https://jmp2.uk/plu-61325c4f982acd000723287e.m3u8,,,,ClassicTVCrimeDrama.us@SD,,,,https://images.pluto.tv/channels/61325c4f982acd000723287e/colorLogoPNG.png,Classic,,iptv-org-all.txt
Classic TV Drama,https://jmp2.uk/plu-5f15e3cccf49290007053c67.m3u8,,,,ClassicTVDrama.us@SD,,,,https://i.imgur.com/XHQxv0x.png,Classic,,iptv-org-all.txt
Classic TV: Families,https://jmp2.uk/plu-61325d18f5166c00081b84e0.m3u8,,,,ClassicTVFamilies.us@US,,,,https://images.pluto.tv/channels/62e91af00c43540007f2bb43/colorLogoPNG.png,Classic,,iptv-org-all.txt
Classica (720p),https://jmp2.uk/plu-5f779951372da90007fd45e8.m3u8,,,,Classica.us@SD,,,,https://i.imgur.com/bLjmQTU.png,Music,,iptv-org-all.txt
Classique TV (360p),https://stmv1.srvif.com/classique/classique/playlist.m3u8,,,,ClassiqueTV.br@SD,,,,https://i.imgur.com/rHxcraT.png,Movies,,iptv-org-all.txt
Clergy TV (720p) [Not 24/7],https://goliveafrica.media:9998/live/650452cf2ddb2/index.m3u8,,,,ClergyTV.ke@SD,,,,https://i.imgur.com/RcxBEUo.jpg,Religious,,iptv-org-all.txt
Click TV (Coronel) (720p),https://v2.tustreaming.cl/clicktv/playlist.m3u8,,,,ClickTVChile.cl@SD,,,,https://i.imgur.com/H0XNbMS.png,Documentary,,iptv-org-all.txt
Cloudflare TV (720p),https://cloudflare.tv/hls/live.m3u8,,,,CloudflareTV.us@SD,,,,https://i.imgur.com/l4m0is8.jpeg,Education,,iptv-org-all.txt
cLoveworld TV (480p),https://live-hls-5rxy.livepush.io/live_cdn/em_LJ5aZjqp0LdiQ/index.m3u8,,,,cLoveworldTV.ng@SD,,,,https://i.imgur.com/MKKap2F.png,Religious,,iptv-org-all.txt
CLTV 36 (720p) [Not 24/7],https://live.cltv36.tv:5443/LiveApp/streams/cltvlive.m3u8,,,,CLTV36.ph@SD,,,,https://i.imgur.com/2fGhl7q.png,General,,iptv-org-all.txt
Club TV,https://tv.arkeo.cl:1936/clubtv/clubtv/playlist.m3u8,,,,ClubTV.cl@SD,,,,https://i.imgur.com/6fmQLF8.png,Undefined,,iptv-org-all.txt
Clubbing TV France,https://d1j2csarxnwazk.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-uze1m6xh4fiyr-ssai-prd/master.m3u8,,,,ClubbingTV.us@France,,,,https://i.imgur.com/MyiA92q.png,Music,,iptv-org-all.txt
Clubbing TV UK (720p),https://a-cdn.klowdtv.com/live3/clubbingtv_720p/playlist.m3u8,,,,ClubbingTV.us@UK,,,,https://i.imgur.com/MyiA92q.png,Music,,iptv-org-all.txt
Clube do Terror,https://jmp2.uk/plu-64e501eec630a900088ed0f8.m3u8,,,,,,,,,Undefined,,iptv-org-all.txt
CMB Television (1080p),https://cdn1.cmbcolombia.tv/bethesda/video.m3u8,,,,CMBTelevision.co@SD,,,,https://i.imgur.com/akGKPsk.png,Religious,,iptv-org-all.txt
CMC TV (1080p),https://stream.cmctv.hr:49998/cmc/live.m3u8,,,,CMCTV.hr@SD,,,,https://i.imgur.com/FCb7Ag2.png,Music,,iptv-org-all.txt
CMC-USA Country Music Channel (720p),https://hwlive.streamingmediahosting.com/14215-live/0_obd393sh/playlist.m3u8,,,,CMCUSACountryMusicChannel.us@SD,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/TLN_2015.png/500px-TLN_2015.png,Music,,iptv-org-all.txt
CMT (720p),http://23.237.104.106:8080/USA_CMT/index.m3u8,,,,CMT.us@East,,,,https://i.imgur.com/S7DOpdY.png,Music,,iptv-org-all.txt
CMT Equal Play (720p),https://jmp2.uk/plu-5f68f53eb1e5800007390bf8.m3u8,,,,CMTEqualPlay.us@SD,,,,https://i.imgur.com/9ysjkkL.png,Music,,iptv-org-all.txt
CMTv Kenya (576p) [Not 24/7],https://goliveafrica.media:9998/live/64ede813cfe1a/index.m3u8,,,,CMTvKenya.ke@SD,,,,https://i.imgur.com/ewHBokK.jpg,General,,iptv-org-all.txt
CNA (360p) [Not 24/7],https://live.creacast.com/cna/stream/playlist.m3u8,,,,CNA.dz@SD,,,,https://i.imgur.com/Ki3ySUE.png,Religious,,iptv-org-all.txt
CNA (1080p) [Geo-blocked],https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index.m3u8,,,,CNA.sg@SD,,,,https://i.imgur.com/awIDugE.png,News,,iptv-org-all.txt
CNA International (576p),https://mumt05.tangotv.in/87NeALx2CNA/index.m3u8,,,,CNAInternational.sg@SD,,,,https://i.imgur.com/xWglicB.png,News,,iptv-org-all.txt
CNA Originals (1080p),https://amg01082-cna-amg01082c1-rlaxx-us-11304.playouts.now.amagi.tv/playlist.m3u8,,,,CNAOriginals.sg@SD,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/CNA_new_logo.svg/500px-CNA_new_logo.svg.png,Documentary,,iptv-org-all.txt
CNBC (720p) [Geo-blocked],http://41.205.93.154/CNBC/index.m3u8,,,,CNBC.us@SD,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/CNBC_2025.svg/960px-CNBC_2025.svg.png,Business,,iptv-org-all.txt
CNBC (1080p),https://amg01079-nbcuuk-amg01079c2-samsung-gb-1258.playouts.now.amagi.tv/playlist.m3u8,,,,CNBCUK.uk@SD,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/CNBC_2025.svg/960px-CNBC_2025.svg.png,Business;News,,iptv-org-all.txt
CNBC Arabiya (1080p),https://cnbc-live.akamaized.net/cnbc/master.m3u8,,,,CNBCArabiya.ae@SD,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/CNBC_Arabia_2025.svg/960px-CNBC_Arabia_2025.svg.png,Business,,iptv-org-all.txt
CNBC Asia (720p),http://nmk.ioapk.com:5050/4gtv-live130/index.m3u8,,,,CNBCAsia.sg@SD,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/CNBC_2025.svg/960px-CNBC_2025.svg.png,Business,,iptv-org-all.txt
CNBC Awaaz (1080p),https://n18syndication.akamaized.net/bpk-tv/CNBC_Awaaz_NW18_MOB/output01/master.m3u8,,,,CNBCAwaaz.in@SD,,,,https://jiotvimages.cdn.jio.com/dare_images/images/CNBCAwaaz.png,Business,,iptv-org-all.txt
CNBC Bajar (1080p),https://n18syndication.akamaized.net/bpk-tv/CNBC_Bazaar_NW18_MOB/output01/master.m3u8,,,,CNBCBajar.in@SD,,,,https://jiotvimages.cdn.jio.com/dare_images/images/CNBCBajar.png,Business,,iptv-org-all.txt
CNBC TV18 (1080p),https://n18syndication.akamaized.net/bpk-tv/CNBC_TV18_NW18_MOB/output01/index.m3u8,,,,CNBCTV18.in@SD,,,,https://jiotvimages.cdn.jio.com/dare_images/images/CNBCTV18.png,Business,,iptv-org-all.txt
CNBC TV18 Prime HD (1080p),https://n18syndication.akamaized.net/bpk-tv/CNBC_Tv18_Prime_HD_NW18_MOB/output01/index.m3u8,,,,CNBCTV18PrimeHD.in@SD,,,,https://jiotvimages.cdn.jio.com/dare_images/images/CNBCTV18Prime.png,Business,,iptv-org-all.txt
CNBC-e,https://hnpsechtsc.turknet.ercdn.net/xpnvudnlsv/cnbc-e/cnbc-e.m3u8,,,,CNBCe.tr@SD,,,,https://s.cnbce.com/dist/images/logo-nav.png,Business;Series,,iptv-org-all.txt
CNC Bugavisión (720p),https://movil.ejeserver.com/live/cncbuga.m3u8,,,,CNCBugavision.co@SD,,,,https://i.imgur.com/zJAwnvd.png,General,,iptv-org-all.txt
CNC Pereira (720p),https://cloudvideo.servers10.com:8081/latinchaneltv/index.m3u8,,,,CNCPereira.co@SD,,,,https://i.imgur.com/5vJ0aXH.png,General,,iptv-org-all.txt
CNC Santander de Quilichao (480p),https://movil.ejeserver.com/live/cncsantander.m3u8,,,,CNCSantanderdeQuilichao.co@SD,,,,https://i.imgur.com/LNl2o9q.jpg,General,,iptv-org-all.txt
CNC Tulua (1080p),https://live.amelbatv.co:81/cnctulualive/index.fmp4.m3u8,,,,CNCTulua.co@SD,,,,https://i.imgur.com/NCzpcqm.png,General,,iptv-org-all.txt
CNC Valledupar (720p),https://live20.bozztv.com/akamaissh101/ssh101/cncvalledupar1/playlist.m3u8,,,,CNCValledupar.co@SD,,,,https://i.imgur.com/y5N6PCg.jpg,General,,iptv-org-all.txt
CND Film Middle School Channel,http://live2.rxip.sc96655.com/live/zxs_4000.m3u8?A=&E=&K=&P=&S=&U=,,,,CNDFilmMiddleSchoolChannel.cn@SD,,,,https://i.imgur.com/4uG8HsQ.png,Movies,,iptv-org-all.txt
CNews (1080p),https://raw.githubusercontent.com/Paradise-91/ParaTV/main/streams/canalplus/cnews-dm.m3u8,,,,CNews.fr@SD,,,,https://i.imgur.com/sSNhk2g.png,News,,iptv-org-all.txt
Cnews Bharat (720p),https://legitpro.co.in/cnews/cnews/index.fmp4.m3u8,,,,CnewsBharat.in@SD,,,,https://jiotvimages.cdn.jio.com/dare_images/images/C_News_Bharat.png,News,,iptv-org-all.txt
